Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number,Link
380,Afghan Horsemen Restaurant,3.5,143,$$,Afghan,Granville Island/False Creek,"1833 Anderson Street#Vancouver, BC V6H 4E5#Canada",(604) 873-5923,/biz/afghan-horsemen-restaurant-vancouver-2?osq=Restaurants
381,Mitra Canteen,4.0,53,$,Mediterranean#Halal,Mount Pleasant,"3034 Main St#Vancouver, BC V5T 3G5#Canada",(604) 874-9820,/biz/mitra-canteen-vancouver?osq=Restaurants
382,Shinbo Tofu,5.0,Null,Null,Japanese,Marpole,"954 Marine Drive SW#Vancouver, BC V6P 5Z2#Canada",,/biz/shinbo-tofu-vancouver?osq=Restaurants
383,The Heatley,3.0,35,$$,Pubs#Diners,Downtown Eastside,"696 E Hastings Street#Vancouver, BC V6A 1R1#Canada",(604) 336-3958,/biz/the-heatley-vancouver?osq=Restaurants
384,Mr Shawarma,4.0,36,$,Middle Eastern#Food Trucks,Downtown,"655 Burrard Street#Vancouver, BC V6C 2R7#Canada",(604) 569-1644,/biz/mr-shawarma-vancouver?osq=Restaurants
385,Taste of Thai,4.0,41,$$,Thai,Kitsilano,"3629 W Broadway#Vancouver, BC V6R 3R8#Canada",(604) 568-8668,/biz/taste-of-thai-vancouver?osq=Restaurants
386,Guu Kobachi,4.0,55,$$,Japanese#Tapas/Small Plates,West End,"735 Denman Street#Vancouver, BC V6G 2L6#Canada",(604) 683-0735,/biz/guu-kobachi-vancouver?osq=Restaurants
387,Healthy Noodle House,4.5,46,$,Chinese#Noodles,Kitsilano,"2716 W 4th Avenue#Vancouver, BC V6K 3V9#Canada",(778) 371-8371,/biz/healthy-noodle-house-vancouver?osq=Restaurants
388,Basil Pasta Bar,3.5,280,$,Italian,"Downtown, Granville Entertainment District","636 Davie Street#Vancouver, BC V6B#Canada",(604) 568-3106,/biz/basil-pasta-bar-vancouver?osq=Restaurants
389,Pizzeria Farina,4.0,177,$$,Pizza#Bars,"Downtown, Strathcona","915 Main Street#Vancouver, BC V6A 2V8#Canada",(604) 681-9334,/biz/pizzeria-farina-vancouver?osq=Restaurants
390,Water80 Dim Sum,4.0,8,$,Dim Sum,Fairview Slopes,"555 W 12th Avenue#Vancouver, BC V5Z 3X7#Canada",(604) 992-9666,/biz/water80-dim-sum-vancouver?osq=Restaurants
391,Juke,3.5,124,$$,American (Traditional)#Salad#Sandwiches,Chinatown,"182 Keefer Street#Vancouver, BC V6A 1X4#Canada",(604) 336-5853,/biz/juke-vancouver?osq=Restaurants
392,Hida Takayama Ramen,4.0,126,$,Ramen#Noodles,West End,"1610 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 633-1884,/biz/hida-takayama-ramen-vancouver?osq=Restaurants
393,Pasture to Plate,5.0,5,$$,Burgers#Delis#Butcher,West End,"1061 Denman Street#Vancouver, BC V6G 2M7#Canada",(604) 689-0202,/biz/pasture-to-plate-vancouver-2?osq=Restaurants
394,Japadog,4.0,516,$,Hot Dogs#Food Stands,Downtown,"530 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 569-1158,/biz/japadog-vancouver-5?osq=Restaurants
395,Tap &amp; Barrel - Olympic Village,3.0,318,$$,Comfort Food#Bars,Granville Island/False Creek,"1 Athletes Way#Vancouver, BC V5Y 0B1#Canada",(604) 685-2223,/biz/tap-and-barrel-olympic-village-vancouver?osq=Restaurants
396,Red Tuna,3.5,10,$$,Japanese#Sushi Bars,Dunbar-Southlands,"3592 W 41st Avenue#Vancouver, BC V6N 3E6#Canada",(604) 266-7355,/biz/red-tuna-vancouver?osq=Restaurants
397,Huang’s Beef Noodles,3.5,43,$,Taiwanese,Fraserview,"6940 Victoria Drive#Vancouver, BC V5P 3Y8#Canada",(604) 324-8884,/biz/huangs-beef-noodles-vancouver?osq=Restaurants
398,The Galley,3.5,28,$$,American (Traditional),Point Grey,"1300 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 222-1331,/biz/the-galley-vancouver?osq=Restaurants
399,Rinconcito Salvadoreno Restaurant,3.5,73,$,Mexican#Salvadoran,"Grandview-Woodlands, The Drive","2062 Commercial Drive#Vancouver, BC V5N 4A9#Canada",(604) 879-2600,/biz/rinconcito-salvadoreno-restaurant-vancouver?osq=Restaurants
400,Pizza 604,4.5,11,$,Pizza#Salad#Sandwiches,Mount Pleasant,"2444 Main Street#Vancouver, BC V5T 3E2#Canada",(604) 559-5600,/biz/pizza-604-vancouver?osq=Restaurants
401,Sushi Dragon,3.5,58,$,Japanese#Sushi Bars,Fairview Slopes,"614 West Broadway#Vancouver, BC V5Z 1G1#Canada",(604) 879-1889,/biz/sushi-dragon-vancouver?osq=Restaurants
402,Sal y Limón,4.0,386,$,Mexican,"Mount Pleasant, Kensington-Cedar Cottage","701 Kingsway#Vancouver, BC V5T 2R7#Canada",(604) 677-4247,/biz/sal-y-lim%C3%B3n-vancouver-2?osq=Restaurants
403,Doughgirls,4.5,28,$,Cafes#Bakeries#Comfort Food,UBC,"3322 Shrum Lane#Vancouver, BC V6S 0B1#Canada",(604) 333-5474,/biz/doughgirls-vancouver?osq=Restaurants
404,Adelitas,4.0,50,$$,Mexican,Kensington-Cedar Cottage,"5178 Victoria Drive#Vancouver, BC V5P 3T8#Canada",(604) 677-1580,/biz/adelitas-vancouver?osq=Restaurants
405,Pho Win,4.0,15,$,Vietnamese,Grandview-Woodlands,"2138 E Hastings Street#Vancouver, BC V5L 1V2#Canada",(778) 379-9078,/biz/pho-win-vancouver-2?osq=Restaurants
406,Cabrito - Tapas Bebidas,3.5,34,$$,Tapas/Small Plates#Tapas Bars,"Grandview-Woodlands, The Drive","2270 Commercial Drive#Vancouver, BC V5N 4B5#Canada",(604) 620-7636,/biz/cabrito-tapas-bebidas-vancouver?osq=Restaurants
407,Pink Peppercorn,4.0,89,$$$,Seafood,Kensington-Cedar Cottage,"1485 Kingsway#Vancouver, BC V5N 2R6#Canada",(604) 569-3626,/biz/pink-peppercorn-vancouver?osq=Restaurants
408,Harvest Deli,4.5,105,$,Delis#Breakfast & Brunch#Sandwiches,Kitsilano,"2963 W Broadway#Vancouver, BC V6K 2G9#Canada",(604) 739-3354,/biz/harvest-deli-vancouver?osq=Restaurants
409,Bao Chau Vietnamese Restaurant,4.0,119,$,Vietnamese#Noodles,Hastings-Sunrise,"2717 Hastings Street E#Vancouver, BC V5K 1Z8#Canada",(604) 251-6956,/biz/bao-chau-vietnamese-restaurant-vancouver?osq=Restaurants
410,Pho Goodness,4.0,40,$$,Vietnamese#Noodles,Mount Pleasant,"3079 Main Street#Vancouver, BC V5T 3G6#Canada",(604) 620-7727,/biz/pho-goodness-vancouver-3?osq=Restaurants
411,Sakura Cafe,4.5,5,$,Desserts#Coffee & Tea#Sandwiches,"Kitsilano, Fairview Slopes","2389 Burrard Street#Vancouver, BC V6J 3J2#Canada",(778) 379-3188,/biz/sakura-cafe-vancouver-2?osq=Restaurants
412,Uva Wine &amp; Cocktail Bar,4.0,133,$$,Wine Bars#Italian#Cocktail Bars,"Downtown, Granville Entertainment District","900 Seymour St#Vancouver, BC V6B 3L9#Canada",(604) 632-9560,/biz/uva-wine-and-cocktail-bar-vancouver?osq=Restaurants
413,Score on Davie,4.0,232,$$,Sports Bars#Breakfast & Brunch#American (Traditional),West End,"1262 Davie Street#Vancouver, BC V6J 5L1#Canada",(604) 632-1646,/biz/score-on-davie-vancouver?osq=Restaurants
414,The Fish Shack,3.5,301,$$,Seafood#Fish & Chips,"Downtown, Granville Entertainment District","1026 Granville Street#Vancouver, BC V6Z 1L2#Canada",(604) 678-1049,/biz/the-fish-shack-vancouver?osq=Restaurants
415,The Arbor,4.0,43,$$,Vegetarian#Vegan,Riley Park,"3941 Main Street#Vancouver, BC V5V 3P2#Canada",(604) 620-3256,/biz/the-arbor-vancouver-2?osq=Restaurants
416,Los Cuervos Taqueria Y Cantina,4.0,138,$$,Mexican#Latin American,Mount Pleasant,"603 Kingsway#Vancouver, BC V5T 3K5#Canada",(604) 558-1518,/biz/los-cuervos-taqueria-y-cantina-vancouver?osq=Restaurants
417,Budgies Burritos,4.0,202,$,Vegetarian#Mexican#Vegan,Mount Pleasant,"44 Kingsway#Vancouver, BC V5T 3H9#Canada",(604) 260-5796,/biz/budgies-burritos-vancouver?osq=Restaurants
418,Shaolin Noodle House,3.5,187,$$,Chinese#Noodles,Fairview Slopes,"656 W Broadway#Vancouver, BC V5Z 1G1#Canada",(604) 873-1618,/biz/shaolin-noodle-house-vancouver-2?osq=Restaurants
419,Ho Yuen Kee,3.5,131,$$,Chinese#Seafood,Sunset,"6236 Fraser Street#Vancouver, BC V5W 3A1#Canada",(604) 324-8855,/biz/ho-yuen-kee-vancouver?osq=Restaurants
420,Yagoto Sushi Dining,4.5,43,$$,Sushi Bars#Japanese#Seafood,Kitsilano,"2180 W Broadway#Vancouver, BC V6K#Canada",(604) 559-0022,/biz/yagoto-sushi-dining-vancouver?osq=Restaurants
421,The Keg Steakhouse + Bar - Granville Island,3.5,108,$$$,Steakhouses#Bars#Seafood,Granville Island/False Creek,"1499 Anderson Street#Vancouver, BC V6H 3R5#Canada",(604) 685-4735,/biz/the-keg-steakhouse-bar-granville-island-vancouver?osq=Restaurants
422,The Roof,4.0,39,$$$,Seafood#Steakhouses#Sandwiches,"West End, Downtown","1032 Alberni Street#Vancouver, BC V6Z 1X6#Canada",(604) 637-0777,/biz/the-roof-vancouver?osq=Restaurants
423,NSCS Discovery Cafe,4.5,12,$,American (Traditional),Point Grey,"1515 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 356-2068,/biz/nscs-discovery-cafe-vancouver-2?osq=Restaurants
424,Stretch Roman Pizza,5.0,3,Null,Pizza#Italian,"Downtown, Downtown Eastside","415 Abbott Street#Vancouver, BC V6B 1R3#Canada",(778) 379-6400,/biz/stretch-roman-pizza-vancouver-2?osq=Restaurants
425,Fire Pizza,4.0,121,$,Pizza,"Grandview-Woodlands, The Drive","1918 Commercial Drive#Vancouver, BC V5N 4A7#Canada",(604) 253-5607,/biz/fire-pizza-vancouver?osq=Restaurants
426,Zakkushi Dining On Main,4.0,111,$$,Japanese,Riley Park,"4075 Main Street#Vancouver, BC V5V 3P5#Canada",(604) 874-9455,/biz/zakkushi-dining-on-main-vancouver-2?osq=Restaurants
427,Legendary Noodle House,3.5,168,$$,Chinese#Noodles,West End,"1074 Denman Street#Vancouver, BC V6G 2M8#Canada",(604) 669-8551,/biz/legendary-noodle-house-vancouver-2?osq=Restaurants
428,Oka-San Kitchen Cafe,3.0,73,$$,Japanese,"Riley Park, Kensington-Cedar Cottage","3578 Fraser Street#Vancouver, BC V5V 0B3#Canada",(604) 620-9898,/biz/oka-san-kitchen-cafe-vancouver?osq=Restaurants
429,Hi-Five,5.0,12,$,Food Stands#Sandwiches,"Gastown, Downtown Eastside","22 E Cordova#Vancouver, BC V6A 4G8#Canada",(778) 379-3544,/biz/hi-five-vancouver-2?osq=Restaurants
430,Hyoga Japanese Cuisine,4.0,60,$$,Japanese#Sushi Bars,"Killarney, Renfrew-Collingwood","3343 Kingsway#Vancouver, BC V5R 5K6#Canada",(604) 438-0066,/biz/hyoga-japanese-cuisine-vancouver?osq=Restaurants
431,Penang Bistro,3.0,21,$$,Malaysian,"Riley Park, Kensington-Cedar Cottage","3932 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 559-8983,/biz/penang-bistro-vancouver?osq=Restaurants
432,LanaLou’s,4.0,24,$,Music Venues#Canadian (New),Downtown Eastside,"362 Powell Street#Vancouver, BC V6A 1G4#Canada",(604) 563-5055,/biz/lanalous-vancouver?osq=Restaurants
433,Campagnolo,3.5,208,$$,Italian#Pizza,"Downtown, Strathcona","1020 Main Street#Vancouver, BC V6A#Canada",(604) 484-6018,/biz/campagnolo-vancouver?osq=Restaurants
434,Beach Bay Cafe and Patio,3.0,43,$$,Canadian (New)#Breakfast & Brunch,West End,"1193 Denman Street#Vancouver, BC V6G 2N1#Canada",(604) 685-7337,/biz/beach-bay-cafe-and-patio-vancouver?osq=Restaurants
435,Maria’s Taverna,3.5,52,$$,Greek#Pizza#Mediterranean,Kitsilano,"2324 W 4th Avenue#Vancouver, BC V6K 1P1#Canada",(604) 731-4722,/biz/marias-taverna-vancouver-2?osq=Restaurants
436,Sushi Bella,3.5,96,$$,Japanese#Sushi Bars,Kitsilano,"2059 W 4th Avenue#Vancouver, BC V6J 1M7#Canada",(604) 734-4990,/biz/sushi-bella-vancouver?osq=Restaurants
437,La Buca Restaurant,4.0,44,$$$,Italian,Arbutus Ridge,"4025 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 730-6988,/biz/la-buca-restaurant-vancouver?osq=Restaurants
438,Spencer’s Resto Lounge,4.5,9,$$,Lounges#Canadian (New),Downtown,"550 W Hastings Street#Vancouver, BC V6B 1L6#Canada",(604) 689-8188,/biz/spencers-resto-lounge-vancouver?osq=Restaurants
439,Al Basha,4.0,87,$,Middle Eastern#Halal#Donairs,Kitsilano,"3143 W Broadway#Vancouver, BC V6K 2H2#Canada",(604) 568-8841,/biz/al-basha-vancouver?osq=Restaurants
440,Donair Dude Granville,4.0,52,$,Mediterranean#Middle Eastern#Halal,"Downtown, Granville Entertainment District","1145 Granville Street#Vancouver, BC V6Z 1M1#Canada",(604) 428-6699,/biz/donair-dude-granville-vancouver?osq=Restaurants
441,Showcase Restaurant &amp; Bar,4.0,54,$$,Seafood#Bars,"Coal Harbour, Downtown","1122 W Hastings Street#Vancouver, BC V6E 4R5#Canada",(604) 639-4040,/biz/showcase-restaurant-and-bar-vancouver?osq=Restaurants
442,West Oak Restaurant,3.5,129,$$,Canadian (New),"Downtown, Yaletown","1035 Mainland Street#Vancouver, BC V6B 1A9#Canada",(604) 629-8808,/biz/west-oak-restaurant-vancouver?osq=Restaurants
443,La Cigale French Bistro,3.5,124,$$,French,Kitsilano,"1961 W 4th Avenue#Vancouver, BC V6J 1M7#Canada",(604) 732-0004,/biz/la-cigale-french-bistro-vancouver?osq=Restaurants
444,The Keg Steakhouse + Bar,4.0,66,$$$,Steakhouses#Bars,West End,"1121 Alberni Street#Vancouver, BC V6E 1A5#Canada",(604) 685-4388,/biz/the-keg-steakhouse-bar-vancouver-5?osq=Restaurants
445,Bob Likes Thai Food,3.5,112,$$,Thai,Riley Park,"3755 Main St#Vancouver, BC V5V#Canada",(604) 568-8538,/biz/bob-likes-thai-food-vancouver?osq=Restaurants
446,Symphonie Restaurant,4.0,31,$,Filipino#Sandwiches,"Coal Harbour, Downtown","1140 Pender Street W#Vancouver, BC V6E 4G1#Canada",(604) 662-3365,/biz/symphonie-restaurant-vancouver?osq=Restaurants
447,Donair Dude,4.0,180,$,Middle Eastern#Mediterranean#Donairs,West End,"1172 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 681-1801,/biz/donair-dude-vancouver?osq=Restaurants
448,U &amp; I Thai Fine Cuisine,3.5,153,$$,Thai,"South Cambie, Riley Park","3364 Cambie Street#Vancouver, BC V5Y 2A1#Canada",(604) 875-6999,/biz/u-and-i-thai-fine-cuisine-vancouver?osq=Restaurants
449,La Notte Restaurant,4.0,29,$$,Italian,Dunbar-Southlands,"3307 Dunbar St#Vancouver, BC V6S 2B9#Canada",(604) 222-4033,/biz/la-notte-restaurant-vancouver?osq=Restaurants
450,Eight 1/2 Restaurant Lounge,3.5,133,$$,Tapas/Small Plates#Pizza#Canadian (New),Mount Pleasant,"151 E 8th Ave#Vancouver, BC V5T 1R8#Canada",(604) 568-2703,/biz/eight-1-2-restaurant-lounge-vancouver?osq=Restaurants
451,La Bella Mozzarella,5.0,5,$,Delicatessen#Cafes,Mount Pleasant,"112 West Broadway#Vancouver, BC V5P 1Y3#Canada",(604) 727-4653,/biz/la-bella-mozzarella-vancouver?osq=Restaurants
452,Dublin Crossing,3.5,36,$$,Irish#Pubs,Marpole,"466 SW Marine Drive#Vancouver, BC V5X 0C4#Canada",(604) 428-8577,/biz/dublin-crossing-vancouver-5?osq=Restaurants
453,Cafe Phin and Pho,4.0,102,$,Vietnamese#Sandwiches#Noodles,West End,"976 Denman Street#Vancouver, BC V6G 2M1#Canada",(604) 620-5595,/biz/cafe-phin-and-pho-vancouver-2?osq=Restaurants
454,Italia Bella Bar &amp; Grill,3.5,10,$$,Italian,Mount Pleasant,"215 Kingsway#Vancouver, BC V5T 3J5#Canada",(604) 708-4400,/biz/italia-bella-bar-and-grill-vancouver-2?osq=Restaurants
455,Gallery Café,4.0,72,$$,Coffee & Tea#Sandwiches#Wine Bars,Downtown,"750 Hornby Street#Vancouver, BC V6Z 2H7#Canada",(604) 688-2233,/biz/gallery-caf%C3%A9-vancouver?osq=Restaurants
456,Trixi’s Crepe &amp; Coffeehaus,4.0,55,$,Coffee & Tea#Creperies#Desserts,"South Cambie, Riley Park","3306 Cambie Street#Vancouver, BC V5Z 2W5#Canada",(778) 358-7462,/biz/trixis-crepe-and-coffeehaus-vancouver-9?osq=Restaurants
457,Ten Ten Tapas,3.5,69,$$,Tapas/Small Plates#Jazz & Blues#Music Venues,Downtown,"1010 Beach Avenue#Vancouver, BC V6E 1T7#Canada",(604) 689-7800,/biz/ten-ten-tapas-vancouver?osq=Restaurants
458,Baghdad Cafe,4.0,51,$,Middle Eastern#Arabian#Turkish,Downtown,"548 Seymour Street#Vancouver, BC V6B 3K3#Canada",(604) 428-2525,/biz/baghdad-cafe-vancouver-2?osq=Restaurants
459,Hapag Ihaw-Ihaw,4.0,29,$$,Filipino,Kensington-Cedar Cottage,"5432 Victoria Drive#Vancouver, BC V5P 3V8#Canada",(604) 428-0097,/biz/hapag-ihaw-ihaw-vancouver?osq=Restaurants
460,Taishoken Ramen,3.5,166,$$,Ramen#Noodles,Downtown,"515 Abbott Street#Vancouver, BC V6B 2L2#Canada",(778) 737-3805,/biz/taishoken-ramen-vancouver?osq=Restaurants
461,Tractor,3.5,13,$$,Salad#Soup#Sandwiches,Mount Pleasant,"1751 Quebec Street#Vancouver, BC V5T 1B4#Canada",(604) 709-0815,/biz/tractor-vancouver-2?osq=Restaurants
462,Darby’s Gastown,4.0,6,$$,American (Traditional)#Canadian (New)#Whiskey Bars,"Downtown, Downtown Eastside","16 W Hastings Street#Vancouver, BC V6B 1G6#Canada",(604) 558-4658,/biz/darbys-gastown-vancouver?osq=Restaurants
463,Takumi Japanese Restaurant,4.0,20,$$,Japanese,Point Grey,"4422 W 10th Avenue#Vancouver, BC V6R 2H9#Canada",(604) 730-0330,/biz/takumi-japanese-restaurant-vancouver?osq=Restaurants
464,Chicha,3.5,147,$$,Peruvian#Tapas/Small Plates,Mount Pleasant,"136 E Broadway#Vancouver, BC V5T 1W1#Canada",(604) 620-3963,/biz/chicha-vancouver?osq=Restaurants
465,Ginger Garlic,3.5,65,$$,Indian,West End,"1738 Davie Street#Vancouver, BC V6G 1W2#Canada",(604) 558-1158,/biz/ginger-garlic-vancouver?osq=Restaurants
466,The Black Lodge,4.0,66,$$,Vegetarian,"Mount Pleasant, Riley Park, Kensington-Cedar Cottage","630 Kingsway#Vancouver, BC V5T 3K4#Canada",(604) 620-7070,/biz/the-black-lodge-vancouver?osq=Restaurants
467,Veggiebowl,4.0,57,$,Vegetarian#Vietnamese,Kensington-Cedar Cottage,"2222 Kingsway#Vancouver, BC V5N 2T5#Canada",(604) 620-7672,/biz/veggiebowl-vancouver?osq=Restaurants
468,The Patty Shop,4.5,63,$,Caribbean,Arbutus Ridge,"4019 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-2144,/biz/the-patty-shop-vancouver?osq=Restaurants
469,Congee Noodle House,3.5,245,$,Chinese#Noodles,Mount Pleasant,"141 E Broadway#Vancouver, BC V5T 1W1#Canada",(604) 879-8221,/biz/congee-noodle-house-vancouver?osq=Restaurants
470,Greenhorn Espresso Cafe,4.0,114,$$,Cafes#Breakfast & Brunch,West End,"994 Nicola Street#Vancouver, BC V6G 2C7#Canada",(604) 428-2912,/biz/greenhorn-espresso-cafe-vancouver?osq=Restaurants
471,Corner 23,3.0,90,$$,Tea Rooms#Chinese#Taiwanese,"South Cambie, Riley Park","4008 Cambie Street#Vancouver, BC V5Z 2X8#Canada",(604) 879-8815,/biz/corner-23-vancouver?osq=Restaurants
472,Bon Cafe,4.0,48,$,Vietnamese#Sandwiches,Riley Park,"4909 Main Street#Vancouver, BC V5W 2R2#Canada",(604) 325-1199,/biz/bon-cafe-vancouver?osq=Restaurants
473,Sweet and Savoury Pie,4.0,11,$,Specialty Food#Canadian (New)#Breakfast & Brunch,Grandview-Woodlands,"2261 E Hastings Street#Vancouver, BC V5L 1V3#Canada",(604) 875-9958,/biz/sweet-and-savoury-pie-vancouver-3?osq=Restaurants
474,The Reef,3.0,109,$$,Caribbean#Breakfast & Brunch,"Grandview-Woodlands, The Drive","1018 Commercial Dr#Vancouver, BC V5L 3W9#Canada",(604) 568-5375,/biz/the-reef-vancouver-2?osq=Restaurants
475,Dumpling House,5.0,4,$,Chinese#Soup,Renfrew-Collingwood,"3141 Kingsway#Vancouver, BC V5R 5J9#Canada",(778) 588-1227,/biz/dumpling-house-vancouver?osq=Restaurants
476,New Town Bakery &amp; Restaurant,3.5,187,$,Bakeries#Dim Sum,Chinatown,"148 Pender Street E#Vancouver, BC V6A 2V2#Canada",(604) 681-1828,/biz/new-town-bakery-and-restaurant-vancouver-2?osq=Restaurants
477,Dalina,4.5,22,$$,Grocery#Coffee & Tea#Sandwiches,"Downtown, Chinatown","687 Main Street#Vancouver, BC V6A 2V4#Canada",(604) 428-4364,/biz/dalina-vancouver?osq=Restaurants
478,Shanti’s Curries,4.5,66,$$,Indian#Vegetarian#Vegan,Riley Park,"4191 Main Street#Vancouver, BC V5V 3P6#Canada",(604) 568-7699,/biz/shantis-curries-vancouver?osq=Restaurants
479,Hendricks Resto Lounge,4.5,2,Null,Lounges#Breakfast & Brunch#Asian Fusion,Downtown,"433 Robson Street#Vancouver, BC V6B 6L9#Canada",(604) 647-2521,/biz/hendricks-resto-lounge-vancouver?osq=Restaurants
480,Cafe Lokal,5.0,10,Null,Desserts#Sandwiches#Cafes,Kitsilano,"2610 W 4 Avenue#Vancouver, BC V6K 1P8#Canada",(604) 739-0098,/biz/cafe-lokal-vancouver-3?osq=Restaurants
481,Orchard &amp; the Sea,5.0,2,$$,Tapas/Small Plates,"Downtown, Gastown","55 Powell Street#Vancouver, BC V6A 1E9#Canada",(604) 961-3947,/biz/orchard-and-the-sea-vancouver-2?osq=Restaurants
482,Batard Boulangerie &amp; Cafe Moderne,4.0,63,$$,Coffee & Tea#Bakeries#French,"Riley Park, Kensington-Cedar Cottage","3958 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 506-3958,/biz/batard-boulangerie-and-cafe-moderne-vancouver?osq=Restaurants
483,Kim Saigon Sandwich,4.0,10,$,Vietnamese#Sandwiches,Chinatown,"509 Main St#Vancouver, BC V6A#Canada",(604) 685-5623,/biz/kim-saigon-sandwich-vancouver?osq=Restaurants
484,Salam Bombay,4.0,195,$$,Indian,Downtown,"755 Burrard Street#Vancouver, BC V6Z 1X6#Canada",(604) 681-6300,/biz/salam-bombay-vancouver?osq=Restaurants
485,Italian Kitchen,3.5,432,$$$,Italian,"West End, Downtown","1037 Alberni Street#Vancouver, BC V6E 1A1#Canada",(604) 687-2858,/biz/italian-kitchen-vancouver?osq=Restaurants
486,Kalvin’s Szechuan Restaurant,4.0,71,$$,Taiwanese#Chinese,Kensington-Cedar Cottage,"5225 Victoria#Vancouver, BC V5P 3V4#Canada",(604) 321-2888,/biz/kalvins-szechuan-restaurant-vancouver?osq=Restaurants
487,The Cannibal Cafe,3.5,193,$$,Diners#Burgers,"Grandview-Woodlands, The Drive","1818 Commercial Drive#Vancouver, BC V5N 4A5#Canada",(604) 558-4199,/biz/the-cannibal-cafe-vancouver?osq=Restaurants
488,DD Mau,4.0,155,$,Vietnamese#Sandwiches,"Downtown, Yaletown","1239 Pacific Boulvard#Vancouver, BC V6Z 2R6#Canada",(604) 684-4446,/biz/dd-mau-vancouver-2?osq=Restaurants
489,reLiSH Gourmet Burgers - Commercial Drive,3.5,64,$$,American (Traditional)#Burgers,"Grandview-Woodlands, The Drive","2290 Commercial Drive#Vancouver, BC V5N 4B5#Canada",(604) 428-6618,/biz/relish-gourmet-burgers-commercial-drive-vancouver?osq=Restaurants
490,Sushi Mania,4.0,114,$$,Japanese#Sushi Bars,Riley Park,"3851 Main Street#Vancouver, BC V5V 3P1#Canada",(604) 568-3363,/biz/sushi-mania-vancouver?osq=Restaurants
491,The Boathouse Restaurant,3.0,157,$$$,Seafood,West End,"1795 Beach Ave.#Vancouver, BC V6G 1Y9#Canada",(604) 669-2225,/biz/the-boathouse-restaurant-vancouver?osq=Restaurants
492,LOCAL Public Eatery,3.5,189,$$,Canadian (New)#Gastropubs,Kitsilano,"2210 Cornwall Avenue#Vancouver, BC V6K 1B5#Canada",(604) 734-3589,/biz/local-public-eatery-vancouver-2?osq=Restaurants
493,Tasty Lucky Noodle House,4.5,4,$$,Chinese#Noodles,"South Cambie, Riley Park","3420 Cambie Street#Vancouver, BC V5Z 2W8#Canada",(778) 379-9388,/biz/tasty-lucky-noodle-house-vancouver?osq=Restaurants
494,Thai Cuisine by Montri,4.0,20,$$,Thai,Kitsilano,"2585 W Broadway#Vancouver, BC V6K 2E9#Canada",(604) 221-9599,/biz/thai-cuisine-by-montri-vancouver?osq=Restaurants
495,Kokopelli Café,4.5,15,$$,Coffee & Tea#Sandwiches,Dunbar-Southlands,"4593 Dunbar St#Vancouver, BC V6S 2G7#Canada",(604) 228-0818,/biz/kokopelli-caf%C3%A9-vancouver-2?osq=Restaurants
496,Field &amp; Social,3.5,28,$$,Salad,Downtown,"415 Dunsmuir Street#Vancouver, BC V6B 1X4#Canada",(778) 379-6500,/biz/field-and-social-vancouver?osq=Restaurants
497,Tacofino Gastown,3.5,240,$$,Mexican,"Downtown, Gastown","15 W Cordova Street#Vancouver, BC V6B 1C8#Canada",(604) 899-7907,/biz/tacofino-gastown-vancouver?osq=Restaurants
498,Odo Sushi,4.0,28,$$,Japanese#Sushi Bars,Downtown,"82 keefer Place#Vancouver, BC V6B 6C1#Canada",(604) 568-4500,/biz/odo-sushi-vancouver?osq=Restaurants
499,Tony’s Beef Noodle,3.0,27,$,Taiwanese#Noodles#Chinese,Oakridge,"5710 Cambie Street#Vancouver, BC V5Z 3A6#Canada",(604) 327-5061,/biz/tonys-beef-noodle-vancouver?osq=Restaurants
500,Hoang Yen,4.0,75,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"5083 Victoria Drive#Vancouver, BC V5P 3T9#Canada",(604) 321-2711,/biz/hoang-yen-vancouver?osq=Restaurants
501,Viet Sub,4.5,24,$,Vietnamese#Sandwiches,West End,"1682 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 566-3333,/biz/viet-sub-vancouver-2?osq=Restaurants
502,TK Sub Cafe,4.5,25,$,Cafes#Sandwiches,Kensington-Cedar Cottage,"3913 Knight Street#Vancouver, BC V5N 3L8#Canada",(778) 379-6566,/biz/tk-sub-cafe-vancouver?osq=Restaurants
503,Sunrise Pizza &amp; Steak House,4.0,55,$$,Pizza#Italian#Steakhouses,"Grandview-Woodlands, The Drive","949 Commercial Drive#Vancouver, BC V5L 3W8#Canada",(604) 251-2411,/biz/sunrise-pizza-and-steak-house-vancouver?osq=Restaurants
504,Green Lemongrass,4.0,85,$,Vietnamese,Kensington-Cedar Cottage,"1086 Kingsway#Vancouver, BC V5V 3C6#Canada",(604) 875-6638,/biz/green-lemongrass-vancouver?osq=Restaurants
