Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number
511,Yagger’s,4.0,76,$$,American (Traditional)#Gastropubs#Sports Bars,Downtown,"433 W Pender Street#Vancouver, BC V6B 1V2#Canada",(604) 602-7030
512,The Edge Café,4.0,64,$$,Coffee & Tea#Sandwiches#Breakfast & Brunch,Mount Pleasant,"2450 Yukon Street#Vancouver, BC V5Y 0A4#Canada",(604) 876-7228
513,Chili Pepper House,4.0,93,$$,Chinese#Asian Fusion,Renfrew-Collingwood,"3003 Kingsway#Vancouver, BC V5R 5J6#Canada",(604) 431-8633
514,Sunlock Garden Restaurant,4.0,24,$$,Chinese,"Riley Park, Kensington-Cedar Cottage","4298 Fraser St#Vancouver, BC V5V 4G2#Canada",(604) 879-4298
515,Smak,4.0,13,$$,Gluten-Free#Fast Food,Downtown,"545 Granville Street#Vancouver, BC V6E 2P4#Canada",(778) 379-7625
516,Tartine Bread &amp; Pies,4.0,37,$,Desserts#Bakeries#Sandwiches,West End,"1069 Davie Street#Vancouver, BC V6E 1M5#Canada",(604) 685-7427
517,Mangal Kiss Mid-East BBQ,4.5,38,$,Barbeque#Middle Eastern#Food Trucks,Downtown,"Georgia &amp; Howe#Vancouver, BC V6Z#Canada",(778) 868-4045
518,Truffles Fine Foods,4.0,25,$$,Canadian (New)#Barbeque#Breakfast & Brunch,"Downtown, Granville Entertainment District","785 Davie Street#Vancouver, BC V6Z#Canada",(604) 505-4961
519,Acme Cafe,4.0,266,$$,Diners#Breakfast & Brunch#Desserts,"Downtown, Downtown Eastside","51 W Hastings Street#Vancouver, BC V6B 1G4#Canada",(604) 569-1022
520,Budgies Burritos,4.0,202,$,Vegetarian#Mexican#Vegan,Mount Pleasant,"44 Kingsway#Vancouver, BC V5T 3H9#Canada",(604) 260-5796
521,Shaolin Noodle House,3.5,187,$$,Chinese#Noodles,Fairview Slopes,"656 W Broadway#Vancouver, BC V5Z 1G1#Canada",(604) 873-1618
522,Ho Yuen Kee,3.5,131,$$,Chinese#Seafood,Sunset,"6236 Fraser Street#Vancouver, BC V5W 3A1#Canada",(604) 324-8855
523,Yagoto Sushi Dining,4.5,43,$$,Sushi Bars#Japanese#Seafood,Kitsilano,"2180 W Broadway#Vancouver, BC V6K#Canada",(604) 559-0022
524,The Keg Steakhouse + Bar - Granville Island,3.5,108,$$$,Steakhouses#Bars#Seafood,Granville Island/False Creek,"1499 Anderson Street#Vancouver, BC V6H 3R5#Canada",(604) 685-4735
525,The Roof,4.0,39,$$$,Seafood#Steakhouses#Sandwiches,"West End, Downtown","1032 Alberni Street#Vancouver, BC V6Z 1X6#Canada",(604) 637-0777
526,NSCS Discovery Cafe,4.5,12,$,American (Traditional),Point Grey,"1515 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 356-2068
527,Stretch Roman Pizza,5.0,3,Null,Pizza#Italian,"Downtown, Downtown Eastside","415 Abbott Street#Vancouver, BC V6B 1R3#Canada",(778) 379-6400
528,Currents,4.5,4,Null,Breakfast & Brunch,"Coal Harbour, Downtown","1601 Bayshore Drive#Vancouver, BC V6G 2V4#Canada",(604) 691-6966
529,Fire Pizza,4.0,121,$,Pizza,"Grandview-Woodlands, The Drive","1918 Commercial Drive#Vancouver, BC V5N 4A7#Canada",(604) 253-5607
530,Harvest Deli,4.5,105,$,Delis#Breakfast & Brunch#Sandwiches,Kitsilano,"2963 W Broadway#Vancouver, BC V6K 2G9#Canada",(604) 739-3354
531,Zakkushi Dining On Main,4.0,111,$$,Japanese,Riley Park,"4075 Main Street#Vancouver, BC V5V 3P5#Canada",(604) 874-9455
532,Legendary Noodle House,3.5,168,$$,Chinese#Noodles,West End,"1074 Denman Street#Vancouver, BC V6G 2M8#Canada",(604) 669-8551
533,Oka-San Kitchen Cafe,3.0,72,$$,Japanese,"Riley Park, Kensington-Cedar Cottage","3578 Fraser Street#Vancouver, BC V5V 0B3#Canada",(604) 620-9898
534,Hi-Five,5.0,12,$,Food Stands#Sandwiches,"Gastown, Downtown Eastside","22 E Cordova#Vancouver, BC V6A 4G8#Canada",(778) 379-3544
535,Hyoga Japanese Cuisine,4.0,60,$$,Japanese#Sushi Bars,"Killarney, Renfrew-Collingwood","3343 Kingsway#Vancouver, BC V5R 5K6#Canada",(604) 438-0066
536,Penang Bistro,3.0,21,$$,Malaysian,"Riley Park, Kensington-Cedar Cottage","3932 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 559-8983
537,Huang’s Beef Noodles,3.5,43,$,Taiwanese,Fraserview,"6940 Victoria Drive#Vancouver, BC V5P 3Y8#Canada",(604) 324-8884
538,LanaLou’s,4.0,24,$,Music Venues#Canadian (New),Downtown Eastside,"362 Powell Street#Vancouver, BC V6A 1G4#Canada",(604) 563-5055
539,Campagnolo,3.5,208,$$,Italian#Pizza,"Downtown, Strathcona","1020 Main Street#Vancouver, BC V6A#Canada",(604) 484-6018
540,Chickpea Food Truck,4.5,35,$,Food Trucks#Mediterranean#Vegetarian,Downtown,"884 W Cordova Street#Vancouver, BC V6C#Canada",(778) 385-2382
541,Yagger’s,4.0,76,$$,American (Traditional)#Gastropubs#Sports Bars,Downtown,"433 W Pender Street#Vancouver, BC V6B 1V2#Canada",(604) 602-7030
542,Off the Tracks Espresso Bar and Bistro,4.0,25,$$,Cafes#Coffee & Tea#Breakfast & Brunch,Granville Island/False Creek,"1363 Railspur Alley#Vancouver, BC V6H 3R7#Canada",(604) 689-8700
543,Alpha Sushi Bar,4.0,82,$$,Japanese#Sushi Bars#Tapas Bars,"Downtown, Granville Entertainment District","1265 Granville Street#Vancouver, BC V6Z 1M5#Canada",(604) 633-0355
544,Lin Chinese Cuisine And Tea House,3.5,175,$$,Chinese,"Fairview Slopes, South Granville","1537 W Broadway#Vancouver, BC V6J 1W6#Canada",(604) 733-9696
545,Takis Taverna,4.0,93,$$,Greek,West End,"1106 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 682-1336
546,GOMA Sushi Takeout,4.0,41,$$,Sushi Bars#Japanese,"Shaughnessy, South Cambie","3720 Oak Street#Vancouver, BC V6H 2M3#Canada",(604) 737-7728
547,Beach Bay Cafe and Patio,3.0,43,$$,Canadian (New)#Breakfast & Brunch,West End,"1193 Denman Street#Vancouver, BC V6G 2N1#Canada",(604) 685-7337
548,Tartine Bread &amp; Pies,4.0,37,$,Desserts#Bakeries#Sandwiches,West End,"1069 Davie Street#Vancouver, BC V6E 1M5#Canada",(604) 685-7427
549,Shinbo Tofu,5.0,Null,Null,Japanese,Marpole,"954 Marine Drive SW#Vancouver, BC V6P 5Z2#Canada",
550,West Oak Restaurant,3.5,129,$$,Canadian (New),"Downtown, Yaletown","1035 Mainland Street#Vancouver, BC V6B 1A9#Canada",(604) 629-8808
551,La Cigale French Bistro,3.5,124,$$,French,Kitsilano,"1961 W 4th Avenue#Vancouver, BC V6J 1M7#Canada",(604) 732-0004
552,The Keg Steakhouse + Bar,4.0,66,$$$,Steakhouses#Bars,West End,"1121 Alberni Street#Vancouver, BC V6E 1A5#Canada",(604) 685-4388
553,Bob Likes Thai Food,3.5,112,$$,Thai,Riley Park,"3755 Main St#Vancouver, BC V5V#Canada",(604) 568-8538
554,Symphonie Restaurant,4.0,31,$,Filipino#Sandwiches,"Coal Harbour, Downtown","1140 Pender Street W#Vancouver, BC V6E 4G1#Canada",(604) 662-3365
555,Donair Dude,4.0,180,$,Middle Eastern#Mediterranean#Donairs,West End,"1172 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 681-1801
556,U &amp; I Thai Fine Cuisine,3.5,153,$$,Thai,"South Cambie, Riley Park","3364 Cambie Street#Vancouver, BC V5Y 2A1#Canada",(604) 875-6999
557,Bao Chau Vietnamese Restaurant,4.0,119,$,Vietnamese#Noodles,Hastings-Sunrise,"2717 Hastings Street E#Vancouver, BC V5K 1Z8#Canada",(604) 251-6956
558,La Notte Restaurant,4.0,29,$$,Italian,Dunbar-Southlands,"3307 Dunbar St#Vancouver, BC V6S 2B9#Canada",(604) 222-4033
559,Eight 1/2 Restaurant Lounge,3.5,133,$$,Tapas/Small Plates#Pizza#Canadian (New),Mount Pleasant,"151 E 8th Ave#Vancouver, BC V5T 1R8#Canada",(604) 568-2703
560,La Bella Mozzarella,5.0,5,$,Delicatessen#Cafes,Mount Pleasant,"112 West Broadway#Vancouver, BC V5P 1Y3#Canada",(604) 727-4653
561,Dublin Crossing,3.5,36,$$,Irish#Pubs,Marpole,"466 SW Marine Drive#Vancouver, BC V5X 0C4#Canada",(604) 428-8577
562,Cafe Phin and Pho,4.0,102,$,Vietnamese#Sandwiches#Noodles,West End,"976 Denman Street#Vancouver, BC V6G 2M1#Canada",(604) 620-5595
563,Italia Bella Bar &amp; Grill,3.5,10,$$,Italian,Mount Pleasant,"215 Kingsway#Vancouver, BC V5T 3J5#Canada",(604) 708-4400
564,Gallery Café,4.0,72,$$,Coffee & Tea#Sandwiches#Wine Bars,Downtown,"750 Hornby Street#Vancouver, BC V6Z 2H7#Canada",(604) 688-2233
565,Trixi’s Crepe &amp; Coffeehaus,4.0,55,$,Coffee & Tea#Creperies#Desserts,"South Cambie, Riley Park","3306 Cambie Street#Vancouver, BC V5Z 2W5#Canada",(778) 358-7462
566,Ten Ten Tapas,3.5,69,$$,Tapas/Small Plates#Jazz & Blues#Music Venues,Downtown,"1010 Beach Avenue#Vancouver, BC V6E 1T7#Canada",(604) 689-7800
567,Mitra Canteen,4.0,53,$,Mediterranean#Halal,Mount Pleasant,"3034 Main St#Vancouver, BC V5T 3G5#Canada",(604) 874-9820
568,Baghdad Cafe,4.0,51,$,Middle Eastern#Arabian#Turkish,Downtown,"548 Seymour Street#Vancouver, BC V6B 3K3#Canada",(604) 428-2525
569,Hapag Ihaw-Ihaw,4.0,29,$$,Filipino,Kensington-Cedar Cottage,"5432 Victoria Drive#Vancouver, BC V5P 3V8#Canada",(604) 428-0097
570,Taishoken Ramen,3.5,166,$$,Ramen#Noodles,Downtown,"515 Abbott Street#Vancouver, BC V6B 2L2#Canada",(778) 737-3805
571,Tractor,3.5,13,$$,Salad#Soup#Sandwiches,Mount Pleasant,"1751 Quebec Street#Vancouver, BC V5T 1B4#Canada",(604) 709-0815
572,The Fish Shack,3.5,301,$$,Seafood#Fish & Chips,"Downtown, Granville Entertainment District","1026 Granville Street#Vancouver, BC V6Z 1L2#Canada",(604) 678-1049
573,Darby’s Gastown,4.0,6,$$,American (Traditional)#Canadian (New)#Whiskey Bars,"Downtown, Downtown Eastside","16 W Hastings Street#Vancouver, BC V6B 1G6#Canada",(604) 558-4658
574,Takumi Japanese Restaurant,4.0,20,$$,Japanese,Point Grey,"4422 W 10th Avenue#Vancouver, BC V6R 2H9#Canada",(604) 730-0330
575,Chicha,3.5,147,$$,Peruvian#Tapas/Small Plates,Mount Pleasant,"136 E Broadway#Vancouver, BC V5T 1W1#Canada",(604) 620-3963
576,Ginger Garlic,3.5,65,$$,Indian,West End,"1738 Davie Street#Vancouver, BC V6G 1W2#Canada",(604) 558-1158
577,Chickpea Food Truck,4.5,35,$,Food Trucks#Mediterranean#Vegetarian,Downtown,"884 W Cordova Street#Vancouver, BC V6C#Canada",(778) 385-2382
578,The Black Lodge,4.0,66,$$,Vegetarian,"Mount Pleasant, Riley Park, Kensington-Cedar Cottage","630 Kingsway#Vancouver, BC V5T 3K4#Canada",(604) 620-7070
579,Guu Garden,3.5,170,$$,Japanese#Tapas/Small Plates,Downtown,"888 Nelson Street#Vancouver, BC V6Z 2H2#Canada",(604) 899-0855
580,Veggiebowl,4.0,57,$,Vegetarian#Vietnamese,Kensington-Cedar Cottage,"2222 Kingsway#Vancouver, BC V5N 2T5#Canada",(604) 620-7672
581,The Patty Shop,4.5,63,$,Caribbean,Arbutus Ridge,"4019 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-2144
582,Congee Noodle House,3.5,245,$,Chinese#Noodles,Mount Pleasant,"141 E Broadway#Vancouver, BC V5T 1W1#Canada",(604) 879-8221
583,Greenhorn Espresso Cafe,4.0,114,$$,Cafes#Breakfast & Brunch,West End,"994 Nicola Street#Vancouver, BC V6G 2C7#Canada",(604) 428-2912
584,Corner 23,3.0,90,$$,Tea Rooms#Chinese#Taiwanese,"South Cambie, Riley Park","4008 Cambie Street#Vancouver, BC V5Z 2X8#Canada",(604) 879-8815
585,Sushi Wow,4.0,38,$,Japanese#Sushi Bars,Marpole,"8273 Granville Street#Vancouver, BC V6P#Canada",(604) 261-8112
586,Bon Cafe,4.0,48,$,Vietnamese#Sandwiches,Riley Park,"4909 Main Street#Vancouver, BC V5W 2R2#Canada",(604) 325-1199
587,Sweet and Savoury Pie,4.0,11,$,Specialty Food#Canadian (New)#Breakfast & Brunch,Grandview-Woodlands,"2261 E Hastings Street#Vancouver, BC V5L 1V3#Canada",(604) 875-9958
588,The Reef,3.0,109,$$,Caribbean#Breakfast & Brunch,"Grandview-Woodlands, The Drive","1018 Commercial Dr#Vancouver, BC V5L 3W9#Canada",(604) 568-5375
589,Dumpling House,5.0,4,$,Chinese#Soup,Renfrew-Collingwood,"3141 Kingsway#Vancouver, BC V5R 5J9#Canada",(778) 588-1227
590,New Town Bakery &amp; Restaurant,3.5,186,$,Bakeries#Dim Sum,Chinatown,"148 Pender Street E#Vancouver, BC V6A 2V2#Canada",(604) 681-1828
591,Dalina,4.5,22,$$,Grocery#Coffee & Tea#Sandwiches,"Downtown, Chinatown","687 Main Street#Vancouver, BC V6A 2V4#Canada",(604) 428-4364
592,Shanti’s Curries,4.5,66,$$,Indian#Vegetarian#Vegan,Riley Park,"4191 Main Street#Vancouver, BC V5V 3P6#Canada",(604) 568-7699
593,Hendricks Resto Lounge,4.5,2,Null,Lounges#Breakfast & Brunch#Asian Fusion,Downtown,"433 Robson Street#Vancouver, BC V6B 6L9#Canada",(604) 647-2521
594,Pasture to Plate,5.0,5,$$,Burgers#Delis#Butcher,West End,"1061 Denman Street#Vancouver, BC V6G 2M7#Canada",(604) 689-0202
595,Cafe Lokal,5.0,10,Null,Desserts#Sandwiches#Cafes,Kitsilano,"2610 W 4 Avenue#Vancouver, BC V6K 1P8#Canada",(604) 739-0098
596,Score on Davie,4.0,231,$$,Sports Bars#Breakfast & Brunch#American (Traditional),West End,"1262 Davie Street#Vancouver, BC V6J 5L1#Canada",(604) 632-1646
597,Orchard &amp; the Sea,5.0,2,$$,Tapas/Small Plates,"Downtown, Gastown","55 Powell Street#Vancouver, BC V6A 1E9#Canada",(604) 961-3947
598,Batard Boulangerie &amp; Cafe Moderne,4.0,63,$$,Coffee & Tea#Bakeries#French,"Riley Park, Kensington-Cedar Cottage","3958 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 506-3958
599,Kim Saigon Sandwich,4.0,10,$,Vietnamese#Sandwiches,Chinatown,"509 Main St#Vancouver, BC V6A#Canada",(604) 685-5623
600,Le Marché St. George,4.0,120,$$,Cafes#Grocery,Riley Park,"4393 Saint George Street#Vancouver, BC V5V 4A3#Canada",(604) 565-5107
601,Peaceful Restaurant Lite,4.0,18,$$,Chinese#Seafood#Noodles,West End,"1183 Davie Street#Vancouver, BC V6E 1N2#Canada",(778) 379-7238
602,The Pie Hole,4.0,23,$$,Bakeries#Desserts#Breakfast & Brunch,Riley Park,"3497 Fraser Street#Vancouver, BC V5V 4C3#Canada",(604) 428-2743
603,Yakinikuya Japanese BBQ Restaurant,3.5,91,$$,Japanese#Barbeque,West End,"793 Jervis Street#Vancouver, BC V6E 2B1#Canada",(604) 669-1222
604,Sushi Mania,4.0,114,$$,Japanese#Sushi Bars,Riley Park,"3851 Main Street#Vancouver, BC V5V 3P1#Canada",(604) 568-3363
605,Daikichi Sushi,3.5,56,$,Sushi Bars#Japanese,Downtown,"1346 Burrard Street#Vancouver, BC V6Z 2B7#Canada",(604) 688-2033
606,DD Mau,4.0,155,$,Vietnamese#Sandwiches,"Downtown, Yaletown","1239 Pacific Boulvard#Vancouver, BC V6Z 2R6#Canada",(604) 684-4446
607,Donair Spot,4.5,21,$,Donairs#Mediterranean,Mount Pleasant,"403 W Broadway#Vancouver, BC V5Y 1R4#Canada",
608,Jamjar Folk Lebanes Food,4.5,20,$$,Lebanese#Vegan#Vegetarian,"Fairview Slopes, South Granville","1488 W 11th Avenue#Vancouver, BC V6H 3H8#Canada",(604) 733-2211
609,Pink Peppercorn,4.0,89,$$$,Seafood,Kensington-Cedar Cottage,"1485 Kingsway#Vancouver, BC V5N 2R6#Canada",(604) 569-3626
610,The Boathouse Restaurant,3.0,157,$$$,Seafood,West End,"1795 Beach Ave.#Vancouver, BC V6G 1Y9#Canada",(604) 669-2225
611,LOCAL Public Eatery,3.5,189,$$,Canadian (New)#Gastropubs,Kitsilano,"2210 Cornwall Avenue#Vancouver, BC V6K 1B5#Canada",(604) 734-3589
612,Tasty Lucky Noodle House,4.5,3,$$,Chinese#Noodles,"South Cambie, Riley Park","3420 Cambie Street#Vancouver, BC V5Z 2W8#Canada",(778) 379-9388
613,Thai Cuisine by Montri,4.0,20,$$,Thai,Kitsilano,"2585 W Broadway#Vancouver, BC V6K 2E9#Canada",(604) 221-9599
614,Kokopelli Café,4.5,15,$$,Coffee & Tea#Sandwiches,Dunbar-Southlands,"4593 Dunbar St#Vancouver, BC V6S 2G7#Canada",(604) 228-0818
615,Field &amp; Social,3.5,28,$$,Salad,Downtown,"415 Dunsmuir Street#Vancouver, BC V6B 1X4#Canada",(778) 379-6500
616,Tacofino Gastown,3.5,240,$$,Mexican,"Downtown, Gastown","15 W Cordova Street#Vancouver, BC V6B 1C8#Canada",(604) 899-7907
617,Odo Sushi,4.0,28,$$,Japanese#Sushi Bars,Downtown,"82 keefer Place#Vancouver, BC V6B 6C1#Canada",(604) 568-4500
618,La Brass,4.5,8,$$,French#Wine Bars#Tapas/Small Plates,Point Grey,"4473 W 10th Avenue#Vancouver, BC V6R 2H9#Canada",(604) 222-1980
619,Tony’s Beef Noodle,3.0,27,$,Taiwanese#Noodles#Chinese,Oakridge,"5710 Cambie Street#Vancouver, BC V5Z 3A6#Canada",(604) 327-5061
620,Hoang Yen,4.0,75,$,Vietnamese#Noodles,Kensington-Cedar Cottage,"5083 Victoria Drive#Vancouver, BC V5P 3T9#Canada",(604) 321-2711
621,Viet Sub,4.5,24,$,Vietnamese#Sandwiches,West End,"1682 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 566-3333
622,TK Sub Cafe,4.5,25,$,Cafes#Sandwiches,Kensington-Cedar Cottage,"3913 Knight Street#Vancouver, BC V5N 3L8#Canada",(778) 379-6566
623,Sunrise Pizza &amp; Steak House,4.0,55,$$,Pizza#Italian#Steakhouses,"Grandview-Woodlands, The Drive","949 Commercial Drive#Vancouver, BC V5L 3W8#Canada",(604) 251-2411
624,Green Lemongrass,4.0,85,$,Vietnamese,Kensington-Cedar Cottage,"1086 Kingsway#Vancouver, BC V5V 3C6#Canada",(604) 875-6638
625,Cafe Tica,4.5,12,$,Delis,Mount Pleasant,"2408 Alberta Street#Vancouver, BC V5Y 3Y6#Canada",(604) 484-4775
626,Moderne Burger,4.0,137,$$,Burgers,Kitsilano,"2507 W Broadway#Vancouver, BC V6K 2E9#Canada",(604) 739-0005
627,Pho Gold Train,4.0,10,$,Vietnamese,Downtown,"550 Nelson Street#Vancouver, BC V6B 0G1#Canada",(604) 559-7786
628,La Pentola,3.5,94,$$,Italian,"Downtown, Yaletown","350 Davie Street#Vancouver, BC V6B 1R2#Canada",(604) 642-0557
629,Storm Crow Alehouse,3.5,55,$$,Bars#American (Traditional)#Breakfast & Brunch,Fairview Slopes,"1619 W Broadway#Vancouver, BC V6J 1W9#Canada",(604) 428-9670
630,Tandoori Fusion,4.0,84,$$,Indian,Kitsilano,"2872 W Broadway#Vancouver, BC V6K 2G7#Canada",(604) 738-2824
631,The Acorn,4.0,294,$$,Vegetarian#Gluten-Free#Cocktail Bars,Riley Park,"3995 Main Street#Vancouver, BC V5V 3P5#Canada",(604) 566-9001
632,Pizzeria Ludica,4.0,105,$$,Pizza#Italian#Tabletop Games,Downtown,"189 Keefer Place#Vancouver, BC V6B 6L4#Canada",(604) 669-5552
633,Original Joe’s Restaurant &amp; Bar,3.5,113,$$,Bars#Restaurants,Fairview Slopes,"2525 Cambie Street#Vancouver, BC V5Z 3Y6#Canada",(604) 434-5636
634,Hanoi Pho,4.0,51,$,Vietnamese#Vegetarian#Noodles,Downtown Eastside,"406 E Hastings Street#Vancouver, BC V6A 1P7#Canada",(604) 251-6566
635,Sushi Home,4.0,50,$,Sushi Bars,Downtown,"509 Dunsmuir Street#Vancouver, BC V6B 1Y4#Canada",(604) 689-8808
636,Wildebeest,3.5,254,$$$,Gastropubs#Wine Bars#Canadian (New),"Downtown, Downtown Eastside","120 W Hastings Street#Vancouver, BC V6B 1G8#Canada",(604) 687-6880
637,Fresh Bowl,4.0,59,$$,Malaysian#Vegetarian#Fast Food,"Downtown, Gastown","360 Cambie Street#Vancouver, BC V6B 1H7#Canada",(604) 428-3252
638,Soho Tea Room,3.0,110,$$,Coffee & Tea#Taiwanese,"South Cambie, Riley Park","3466 Cambie Street#Vancouver, BC V5Y 2B1#Canada",(604) 873-3686
639,L &amp; G Bubble Tea,4.0,57,$,Taiwanese#Coffee & Tea,Sunset,"5816 Fraser Street#Vancouver, BC V5W 2Z5#Canada",(604) 568-7686
640,Kwan Luck Restaurant,4.5,10,$$,Chinese,Renfrew-Collingwood,"2516 Kingsway#Vancouver, BC V5R 5H2#Canada",(604) 431-3890
641,Indian Bayleaf,4.0,14,$$,Indian,Kensington-Cedar Cottage,"4890 Victoria Drive#Vancouver, BC V5N 4P5#Canada",(604) 336-0350
642,Sula Indian Restaurant,4.0,111,$$,Indian#Vegetarian#Gluten-Free,"Grandview-Woodlands, The Drive","1128 Commercial Drive#Vancouver, BC V5L 2N1#Canada",(604) 215-1130
643,Charlie’s Little Italian,3.5,57,$$,Italian#Pizza,Mount Pleasant,"2610 Main Street#Vancouver, BC V5T 3E6#Canada",(604) 877-8582
644,reLiSH Gourmet Burgers - Commercial Drive,3.5,64,$$,American (Traditional)#Burgers,"Grandview-Woodlands, The Drive","2290 Commercial Drive#Vancouver, BC V5N 4B5#Canada",(604) 428-6618
645,Italian Kitchen,3.5,432,$$$,Italian,"West End, Downtown","1037 Alberni Street#Vancouver, BC V6E 1A1#Canada",(604) 687-2858
646,Frankie’s Italian Kitchen,3.0,61,$$,Italian#Wine Bars#Breakfast & Brunch,Downtown,"765 Beatty Street#Vancouver, BC V6B 4P4#Canada",(604) 688-6368
647,Donair Town Robson,4.0,49,$,Donairs#Mediterranean#Halal,West End,"1793 Robson Street#Vancouver, BC V6G 1C8#Canada",(604) 569-1124
648,Kirin Seafood Restaurant,3.0,286,$$,Dim Sum#Seafood,West End,"1172 Alberni Street#Vancouver, BC V6E 3Z3#Canada",(604) 682-8833
649,Curry Zone,4.0,73,$$,Indian,Hastings-Sunrise,"2671 E Hastings Street#Vancouver, BC V5K 1Z9#Canada",(604) 215-2207
650,Rogue Kitchen &amp; Wetbar,3.5,50,$$,Canadian (New)#American (Traditional)#Gastropubs,Downtown,"200 Burrard Street#Vancouver, BC V6C 2G8#Canada",(604) 428-2555
651,Hon’s Wun-Tun House,3.5,226,$,Dim Sum#Noodles,West End,"1339 Robson Street#Vancouver, BC V6E 1C6#Canada",(604) 685-0871
652,Mr Red Cafe,4.0,133,$$,Vietnamese,Grandview-Woodlands,"2234 E Hastings Street#Vancouver, BC V5L 1V4#Canada",(604) 710-9515
653,Zest Japanese Cuisine,4.5,52,$$$,Japanese,Arbutus Ridge,"2775 W 16th Avenue#Vancouver, BC V6K 3C3#Canada",(604) 731-9378
654,Truong Thanh Vietnamese Restaurant,4.0,53,$,Vietnamese,Kensington-Cedar Cottage,"2096 Kingsway#Vancouver, BC V5N 2T3#Canada",(604) 876-9288
655,Brioche Urban Baking &amp; Catering,4.0,157,$$,Italian,"Downtown, Gastown","401 W Cordova Street#Vancouver, BC V6B 1E5#Canada",(604) 682-4037
656,Crave India,4.0,56,$,Indian,"Downtown, Granville Entertainment District","1019 Granville Street#Vancouver, BC V6Z 1L5#Canada",(604) 569-1850
657,Moki’s Pizza,4.5,20,$$,Pizza,Dunbar-Southlands,"5530 Dunbar Street#Vancouver, BC V6N 1W6#Canada",(604) 263-4440
658,Nando’s Chicken,3.5,114,$$,Barbeque#Portuguese#South African,Downtown,"828 Davie Street#Vancouver, BC V6Z 2S2#Canada",(604) 678-1217
659,Heirloom Vegetarian,3.5,345,$$,Breakfast & Brunch#Vegetarian#Vegan,"Fairview Slopes, South Granville","1509 W 12th Avenue#Vancouver, BC V6J 2E1#Canada",(604) 733-2231
660,Sushi Nanaimo,4.0,218,$$,Sushi Bars#Japanese#Seafood,"Hastings-Sunrise, Grandview-Woodlands","350 Nanaimo Street#Vancouver, BC V5L 4R7#Canada",(604) 876-9200
661,Western Lake Chinese Seafood Restaurant,3.5,154,$$,Dim Sum#Seafood,Kensington-Cedar Cottage,"4989 Victoria Drive#Vancouver, BC V5P 3T7#Canada",(604) 321-6862
662,Nuba,4.0,15,$$,Mediterranean#Middle Eastern#Vegetarian,Downtown,"508 Davie Street#Vancouver, BC V6B 5B6#Canada",(778) 371-3266
663,Nando’s Chicken,3.5,114,$$,Barbeque#Portuguese#South African,Downtown,"828 Davie Street#Vancouver, BC V6Z 2S2#Canada",(604) 678-1217
664,Feast Restaurant,4.0,34,$$,Breakfast & Brunch#Canadian (New),Dundarave,"2423 Marine Drive#West Vancouver, BC V7V 1L3#Canada",(604) 922-1155
665,Passion8 Dessert Cafe,4.0,57,$$,Desserts#Korean#Coffee & Tea,Fairview Slopes,"3010 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(778) 379-8238
666,The Irish Heather,4.0,198,$$,Irish#Gastropubs,"Downtown, Gastown","210 Carrall Street#Vancouver, BC V6B 2J2#Canada",(604) 688-9779
667,Babylon Café,3.5,69,$,Middle Eastern,West End,"1156 Denman St#Vancouver, BC V6G 2M9#Canada",(604) 568-7010
668,Tony’s Beef Noodle,3.0,27,$,Taiwanese#Noodles#Chinese,Oakridge,"5710 Cambie Street#Vancouver, BC V5Z 3A6#Canada",(604) 327-5061
669,Green Lemongrass,4.0,85,$,Vietnamese,Kensington-Cedar Cottage,"1086 Kingsway#Vancouver, BC V5V 3C6#Canada",(604) 875-6638
670,The Eatery,3.5,383,$$,Japanese#Sushi Bars#Asian Fusion,Kitsilano,"3431 W Broadway#Vancouver, BC V6R 2B4#Canada",(604) 738-5298
671,Red Tuna,3.5,10,$$,Japanese#Sushi Bars,Dunbar-Southlands,"3592 W 41st Avenue#Vancouver, BC V6N 3E6#Canada",(604) 266-7355
672,Siena,3.5,54,$$$,Italian#Mediterranean,"Fairview Slopes, South Granville","West 12th Avenue#Vancouver, BC V6H 1M6#Canada",(604) 558-1485
673,Chongqing Restaurant,3.5,91,$$,Chinese,Kensington-Cedar Cottage,"2808 Commercial Dr#Vancouver, BC V5N 4C6#Canada",(604) 254-7434
674,Rogue Kitchen &amp; Wetbar,3.5,99,$$,American (Traditional)#Gastropubs,Fairview Slopes,"602 West Broadway Avenue#Vancouver, BC V5Z 3J2#Canada",(604) 568-9400
675,French Made Baking,4.5,150,$$,Bakeries#Desserts#Creperies,Mount Pleasant,"81 Kingsway#Vancouver, BC V5T 3J1#Canada",(604) 558-4880
676,Alpha Sushi Bar,4.0,82,$$,Japanese#Sushi Bars#Tapas Bars,"Downtown, Granville Entertainment District","1265 Granville Street#Vancouver, BC V6Z 1M5#Canada",(604) 633-0355
